Freq,size,media,max_fft,min_freq,max_freq,Freq-min,max-Freq,OK
246.944,1,146,146,240,240,6,-6,0
196.0,2,105,123,199,201,-3,5,0
466.16,1,103,103,458,458,7,-7,0
207.656,1,89,89,203,203,4,-4,0
220.0,1,82,82,216,216,3,-3,0
92.5,1,81,81,91,91,0,0,0
349.232,8,559,17154,343,357,5,8,1
329.632,8,454,12361,324,337,5,8,1
311.12,7,338,7988,302,314,8,3,1
293.664,7,586,6256,289,300,4,7,1
277.184,3,459,472,271,275,5,-1,0
370.0,3,158,284,365,369,4,0,0
311.12,8,845,19813,304,318,6,7,1
329.632,9,637,14613,322,337,7,8,1
293.664,7,981,10101,287,298,6,5,1
349.232,7,424,4944,343,355,5,6,1
370.0,5,123,247,363,371,6,1,0
277.184,3,132,237,271,277,5,0,0
246.944,1,96,96,240,240,6,-6,0
293.664,6,2308,16917,289,300,4,7,1
349.232,9,370,16039,341,357,7,8,1
329.632,9,519,12315,322,337,7,8,1
311.12,7,323,1467,302,318,8,7,1
311.12,8,3273,48036,302,318,8,7,1
329.632,9,1959,39566,322,337,7,8,1
349.232,9,1616,35419,339,357,9,8,1
293.664,7,2380,31038,287,300,6,7,1
277.184,8,266,683,269,283,7,6,0
329.632,7,252,26255,322,333,7,4,1
349.232,9,253,22735,339,357,9,8,1
311.12,6,4639,20440,308,318,2,7,1
293.664,7,894,12093,287,298,6,5,1
370.0,3,221,272,365,369,4,0,0
277.184,3,190,265,273,279,3,2,0
392.0,2,154,217,384,388,7,-3,0
349.232,8,1127,20937,339,355,9,6,1
293.664,7,3040,20404,287,300,6,7,1
329.632,7,1528,18766,326,337,3,8,1
311.12,7,1794,16885,302,314,8,3,1
277.184,6,205,634,271,283,5,6,0
370.0,8,157,391,361,375,8,5,0
311.12,7,1359,16547,302,316,8,5,1
293.664,6,3743,16434,287,298,6,5,1
329.632,7,282,10121,324,335,5,6,1
349.232,7,530,1302,343,355,5,6,1
277.184,5,121,173,271,279,5,2,0
349.232,7,895,18254,341,353,7,4,1
329.632,9,505,17994,322,337,7,8,1
311.12,7,727,8633,302,316,8,5,1
293.664,6,1166,2342,289,298,4,5,1
392.0,6,188,387,382,402,9,10,0
246.944,1,163,163,240,240,6,-6,0
311.12,8,1308,20515,302,318,8,7,1
293.664,7,1889,16921,287,298,6,5,1
349.232,9,331,11844,339,355,9,6,1
329.632,9,575,7692,322,337,7,8,1
277.184,5,144,261,269,283,7,6,0
370.0,3,152,219,367,371,2,1,0
246.944,1,99,99,251,251,-5,5,0
329.632,9,417,16766,322,337,7,8,1
293.664,8,1081,15696,287,300,6,7,1
349.232,8,378,10965,341,355,7,6,1
311.12,7,316,1748,302,316,8,5,1
277.184,3,443,761,273,277,3,0,0
392.0,3,344,401,382,386,9,-5,0
246.944,1,134,134,240,240,6,-6,0
311.12,8,832,19375,304,318,6,7,1
349.232,9,279,18555,339,355,9,6,1
329.632,7,673,5155,324,335,5,6,1
293.664,6,621,4227,287,296,6,3,1
277.184,4,328,489,271,277,5,0,0
329.632,9,578,16690,322,337,7,8,1
293.664,8,655,11042,287,300,6,7,1
311.12,8,322,8354,302,316,8,5,1
349.232,5,906,2380,345,353,3,4,1
277.184,2,342,384,273,275,3,-1,0
370.0,3,174,296,365,369,4,0,0
349.232,9,562,19926,339,355,9,6,1
293.664,8,1144,18799,287,300,6,7,1
311.12,8,856,14262,304,318,6,7,1
329.632,7,166,3288,322,337,7,8,1
370.0,3,146,251,365,369,4,0,0
392.0,3,114,236,382,386,9,-5,0
277.184,3,116,211,273,277,3,0,0
329.632,8,749,17996,324,337,5,8,1
311.12,7,537,15079,304,316,6,5,1
293.664,7,249,8679,287,298,6,5,1
349.232,7,750,6908,343,355,5,6,1
277.184,2,231,282,275,277,1,0,0
370.0,4,122,245,363,369,6,0,0
392.0,2,98,112,386,402,5,10,0
233.08,1,107,107,238,238,-5,5,0
349.232,9,376,15943,339,357,9,8,1
293.664,5,1808,8285,289,296,4,3,1
311.12,7,1425,6645,304,316,6,5,1
329.632,7,563,1043,324,335,5,6,1
370.0,4,185,326,363,373,6,3,0
277.184,4,167,255,269,277,7,0,0
392.0,3,143,223,384,400,7,8,0
329.632,7,1494,19759,324,337,5,8,1
311.12,6,4163,19250,306,316,4,5,1
293.664,6,3975,18557,289,298,4,5,1
349.232,5,5515,15859,345,353,3,4,1
370.0,2,97,110,367,369,2,0,0
622.24,2,90,100,605,623,16,0,0
277.184,1,75,75,271,271,5,-5,0
293.664,6,3433,13649,287,296,6,3,1
349.232,6,1724,6599,341,351,7,2,1
311.12,5,577,2210,302,314,8,3,1
329.632,8,289,1642,322,335,7,6,1
277.184,4,282,484,273,283,3,6,0
370.0,7,198,414,361,373,8,3,0
392.0,4,120,265,382,388,9,-3,0
246.944,2,89,90,240,251,6,5,0
329.632,7,2042,20139,326,337,3,8,1
349.232,9,273,19995,339,355,9,6,1
311.12,7,2267,18730,304,318,6,7,1
293.664,7,284,4238,287,298,6,5,1
277.184,6,150,422,269,281,7,4,0
370.0,6,161,285,363,373,6,3,0
392.0,4,165,251,384,402,7,10,0
246.944,2,107,126,250,251,-3,5,0
293.664,6,3749,17848,289,298,4,5,1
311.12,7,1821,10097,304,316,6,5,1
349.232,8,542,4599,341,357,7,8,1
329.632,9,395,3847,322,337,7,8,1
233.08,3,237,284,234,238,-1,5,0
329.632,7,1291,18621,324,337,5,8,1
349.232,9,582,16723,339,357,9,8,1
293.664,7,1994,15125,289,300,4,7,1
311.12,8,337,13365,302,318,8,7,1
277.184,6,244,429,271,283,5,6,0
392.0,4,252,361,382,388,9,-3,0
311.12,8,823,15441,304,318,6,7,1
349.232,6,2612,13073,345,355,3,6,1
329.632,5,2094,5377,326,333,3,4,1
293.664,7,240,1381,287,298,6,5,1
277.184,3,463,679,273,277,3,0,0
246.944,1,102,102,240,240,6,-6,0
329.632,9,638,16992,322,337,7,8,1
293.664,8,766,13706,287,300,6,7,1
349.232,6,1630,9111,343,355,5,6,1
311.12,6,981,5227,302,314,8,3,1
277.184,4,301,497,271,277,5,0,0
392.0,4,194,296,382,402,9,10,0
370.0,2,241,275,365,367,4,-2,0
349.232,7,734,17975,343,355,5,6,1
311.12,9,784,17922,302,318,8,7,1
293.664,8,973,16818,287,300,6,7,1
329.632,6,1148,6977,324,333,5,4,1
277.184,3,126,294,271,275,5,-1,0
370.0,3,159,254,365,369,4,0,0
329.632,8,501,16551,322,335,7,6,1
293.664,5,2053,5770,289,298,4,5,1
311.12,4,1641,3529,308,314,2,3,1
349.232,7,160,1099,343,355,5,6,1
370.0,3,132,280,365,369,4,0,0
246.944,1,97,97,240,240,6,-6,0
349.232,7,818,18944,341,353,7,4,1
311.12,8,1210,17296,304,318,6,7,1
293.664,7,1774,10879,287,298,6,5,1
329.632,7,1180,9412,324,335,5,6,1
277.184,2,246,294,275,277,1,0,0
392.0,3,84,166,384,402,7,10,0
370.0,2,108,128,367,371,2,1,0
233.08,1,125,125,238,238,-5,5,0
622.24,1,109,109,623,623,0,0,0
698.464,1,92,92,679,679,18,-18,0
293.664,7,2035,18635,289,300,4,7,1
329.632,7,675,16561,324,337,5,8,1
311.12,6,2550,11950,308,318,2,7,1
349.232,8,1058,10262,339,357,9,8,1
370.0,3,203,283,361,369,8,0,0
277.184,6,127,213,269,283,7,6,0
349.232,9,373,13613,339,357,9,8,1
311.12,7,1927,12729,306,318,4,7,1
329.632,7,1388,12329,322,337,7,8,1
293.664,7,1375,10685,287,298,6,5,1
277.184,5,162,390,269,281,7,4,0
370.0,5,177,270,363,371,6,1,0
392.0,5,98,250,382,390,9,-1,0
246.944,1,77,77,240,240,6,-6,0
349.232,7,1546,18326,341,355,7,6,1
311.12,7,2219,17935,304,318,6,7,1
329.632,7,1664,15660,322,335,7,6,1
293.664,6,1659,7171,289,300,4,7,1
370.0,4,213,350,363,371,6,1,0
277.184,5,113,312,269,277,7,0,0
293.664,6,4181,19011,289,298,4,5,1
329.632,7,375,14067,324,337,5,8,1
311.12,8,736,4864,302,316,8,5,1
349.232,9,327,3875,339,355,9,6,1
277.184,7,137,448,269,283,7,6,0
246.944,3,116,126,240,251,6,5,0
349.232,8,792,20451,339,357,9,8,1
311.12,8,1162,19970,304,318,6,7,1
293.664,7,2272,14514,287,300,6,7,1
329.632,6,3058,14114,326,337,3,8,1
392.0,7,146,278,382,402,9,10,0
329.632,8,430,13955,322,335,7,6,1
349.232,6,1640,6910,343,353,5,4,1
311.12,8,250,4220,302,316,8,5,1
293.664,6,764,3304,287,296,6,3,1
277.184,3,417,693,273,277,3,0,0
370.0,3,227,235,363,367,6,-2,0
311.12,8,700,17520,304,318,6,7,1
293.664,8,987,17475,287,300,6,7,1
349.232,8,706,16137,341,355,7,6,1
329.632,8,616,12447,322,335,7,6,1
277.184,4,363,529,271,277,5,0,0
392.0,5,149,317,382,402,9,10,0
370.0,4,149,256,363,371,6,1,0
415.312,2,151,178,404,406,11,-9,0
293.664,8,831,14296,287,300,6,7,1
329.632,8,539,14110,324,337,5,8,1
349.232,8,532,13817,341,355,7,6,1
311.12,7,423,10978,304,316,6,5,1
277.184,2,418,425,273,275,3,-1,0
246.944,1,99,99,240,240,6,-6,0
311.12,9,1368,25930,302,318,8,7,1
329.632,9,811,25826,322,337,7,8,1
349.232,10,616,18082,339,357,9,8,1
293.664,8,641,6998,287,300,6,7,1
880.0,8,222,735,873,900,6,20,0
370.0,6,244,551,361,371,8,1,0
277.184,5,257,499,271,281,5,4,0
392.0,4,211,498,384,402,7,10,0
440.0,7,154,485,433,445,6,5,0
349.232,10,1045,41317,339,357,9,8,1
311.12,8,1436,37654,304,318,6,7,1
329.632,9,1553,35773,322,337,7,8,1
293.664,8,2402,27732,287,300,6,7,1
370.0,5,237,528,363,371,6,1,0
277.184,5,197,460,271,283,5,6,0
293.664,8,3296,25758,287,300,6,7,1
329.632,9,1561,12721,322,337,7,8,1
349.232,10,2020,7076,339,357,9,8,1
311.12,9,1836,6754,302,318,8,7,1
370.0,7,167,844,361,378,8,8,0
277.184,7,366,834,269,283,7,6,0
415.312,12,227,611,404,425,11,10,0
246.944,6,279,405,240,251,6,5,0
311.12,8,1093,19009,304,318,6,7,1
349.232,7,611,17964,341,353,7,4,1
329.632,7,1509,17931,324,335,5,6,1
293.664,6,1809,8001,291,300,2,7,1
392.0,1,136,136,384,384,7,-7,0
370.0,1,99,99,365,365,4,-4,0
277.184,1,89,89,275,275,1,-1,0
349.232,10,413,14376,339,357,9,8,1
293.664,7,1003,12076,287,298,6,5,1
311.12,8,754,6153,304,318,6,7,1
329.632,9,794,5855,322,337,7,8,1
277.184,8,207,711,269,283,7,6,0
370.0,6,188,384,363,373,6,3,0
329.632,8,1064,20248,324,337,5,8,1
293.664,8,1512,20058,287,300,6,7,1
311.12,8,1254,17369,302,318,8,7,1
349.232,7,743,11523,343,355,5,6,1
277.184,3,193,250,271,277,5,0,0
370.0,4,119,161,363,369,6,0,0
392.0,3,124,131,382,388,9,-3,0
349.232,6,3775,18446,341,353,7,4,1
311.12,7,1798,12802,304,316,6,5,1
293.664,6,1800,10380,289,298,4,5,1
329.632,8,647,4080,324,337,5,8,1
392.0,4,213,262,382,402,9,10,0
370.0,3,194,246,365,369,4,0,0
415.312,6,166,243,404,425,11,10,0
277.184,5,134,236,269,277,7,0,0
233.08,2,210,216,236,238,-3,5,0
220.0,4,141,188,216,222,3,2,0
246.944,1,97,97,240,240,6,-6,0
329.632,9,217,20929,322,337,7,8,1
311.12,7,516,11020,304,316,6,5,1
293.664,7,457,6395,287,298,6,5,1
349.232,8,381,690,341,355,7,6,1
277.184,4,194,279,271,277,5,0,0
370.0,3,195,244,367,371,2,1,0
220.0,3,102,128,216,220,3,0,0
659.264,1,120,120,642,642,16,-16,0
415.312,3,88,106,404,423,11,8,0
196.0,2,99,105,199,201,-3,5,0
392.0,3,94,101,382,402,9,10,0
349.232,8,498,16812,343,357,5,8,1
293.664,8,846,16523,287,300,6,7,1
311.12,9,711,16201,302,318,8,7,1
329.632,5,329,1812,324,332,5,2,1
277.184,3,406,739,273,277,3,0,0
329.632,8,877,20309,322,335,7,6,1
293.664,8,1053,14910,287,300,6,7,1
349.232,5,3652,10377,345,353,3,4,1
311.12,4,954,1892,308,314,2,3,1
277.184,4,307,455,271,277,5,0,0
246.944,1,110,110,240,240,6,-6,0
311.12,9,697,16686,302,318,8,7,1
349.232,7,439,11945,343,355,5,6,1
293.664,3,915,967,292,296,0,3,1
329.632,3,333,490,326,332,3,2,1
277.184,3,252,364,271,275,5,-1,0
392.0,3,191,282,382,386,9,-5,0
370.0,3,164,257,365,369,4,0,0
233.08,2,125,175,236,238,-3,5,0
329.632,8,811,20049,322,335,7,6,1
349.232,7,954,17677,343,355,5,6,1
293.664,8,1230,15860,287,300,6,7,1
311.12,7,187,7552,302,318,8,7,1
370.0,3,144,267,365,369,4,0,0
277.184,2,163,219,275,277,1,0,0
293.664,8,915,16334,287,300,6,7,1
311.12,8,1038,14419,304,318,6,7,1
349.232,6,994,4168,339,353,9,4,1
329.632,7,467,2674,326,337,3,8,1
277.184,2,240,302,275,277,1,0,0
370.0,3,140,191,363,367,6,-2,0
246.944,1,95,95,240,240,6,-6,0
349.232,8,961,20339,339,357,9,8,1
329.632,6,4645,20010,324,337,5,8,1
311.12,8,824,15202,302,318,8,7,1
293.664,6,1469,4536,289,298,4,5,1
370.0,5,113,325,361,373,8,3,0
277.184,6,111,294,269,283,7,6,0
293.664,6,2768,12674,287,296,6,3,1
311.12,6,1983,8790,306,316,4,5,1
349.232,9,517,6331,341,357,7,8,1
329.632,7,719,4467,324,335,5,6,1
277.184,4,133,140,269,279,7,2,0
370.0,3,130,133,363,369,6,0,0
293.664,7,3013,19602,287,300,6,7,1
311.12,8,1433,19178,304,318,6,7,1
329.632,6,4538,18943,322,335,7,6,1
349.232,7,1793,16183,341,355,7,6,1
277.184,4,352,542,271,277,5,0,0
370.0,6,174,411,363,373,6,3,0
392.0,3,218,284,382,386,9,-5,0
246.944,2,106,114,240,251,6,5,0
349.232,7,617,15572,343,355,5,6,1
293.664,7,1669,8319,289,300,4,7,1
329.632,8,456,7343,324,337,5,8,1
311.12,7,363,711,304,316,6,5,1
277.184,4,284,402,271,279,5,2,0
370.0,5,162,299,363,373,6,3,0
392.0,3,165,236,384,388,7,-3,0
220.0,2,154,164,216,218,3,-1,0
415.312,4,123,161,404,423,11,8,0
311.12,9,647,18529,302,318,8,7,1
329.632,7,1171,17130,324,337,5,8,1
293.664,6,2234,9722,287,298,6,5,1
349.232,10,523,6878,339,357,9,8,1
246.944,1,76,76,240,240,6,-6,0
349.232,9,370,18669,339,355,9,6,1
293.664,7,1563,18024,289,300,4,7,1
329.632,7,201,9065,324,335,5,6,1
311.12,7,1188,7688,304,316,6,5,1
277.184,6,246,480,269,283,7,6,0
246.944,1,117,117,240,240,6,-6,0
329.632,9,600,15626,322,337,7,8,1
311.12,9,429,13980,302,318,8,7,1
293.664,8,901,11251,287,300,6,7,1
349.232,4,1578,3204,347,353,1,4,1
277.184,3,442,675,273,277,3,0,0
370.0,4,169,302,363,371,6,1,0
392.0,4,174,248,384,402,7,10,0
415.312,2,171,244,404,406,11,-9,0
349.232,8,467,16370,343,357,5,8,1
311.12,8,579,14055,302,316,8,5,1
329.632,7,484,9919,324,335,5,6,1
293.664,6,622,4154,287,296,6,3,1
277.184,2,451,453,273,275,3,-1,0
392.0,4,178,310,382,402,9,10,0
370.0,2,253,293,365,367,4,-2,0
233.08,1,171,171,238,238,-5,5,0
415.312,3,80,152,404,419,11,4,0
220.0,2,130,148,218,220,1,0,0
246.944,1,108,108,240,240,6,-6,0
293.664,8,1080,16399,287,300,6,7,1
329.632,9,311,15116,322,337,7,8,1
349.232,9,530,12083,341,357,7,8,1
311.12,8,548,7159,302,316,8,5,1
277.184,4,85,269,271,277,5,0,0
370.0,3,169,251,365,369,4,0,0
246.944,1,83,83,240,240,6,-6,0
311.12,9,729,17871,302,318,8,7,1
293.664,8,730,14898,287,300,6,7,1
329.632,7,914,11396,324,335,5,6,1
349.232,6,2271,10559,343,353,5,4,1
370.0,3,118,260,365,369,4,0,0
277.184,3,136,210,271,277,5,0,0
392.0,2,145,168,384,386,7,-5,0
246.944,1,80,80,240,240,6,-6,0
349.232,7,1420,18800,343,357,5,8,1
329.632,8,377,14757,324,337,5,8,1
311.12,7,402,1384,304,316,6,5,1
293.664,7,482,1370,287,298,6,5,1
277.184,5,101,288,269,279,7,2,0
370.0,2,124,158,367,371,2,1,0
392.0,3,94,138,384,402,7,10,0
311.12,7,2013,18379,302,316,8,5,1
293.664,6,2976,14692,289,298,4,5,1
329.632,6,2996,13622,322,333,7,4,1
349.232,7,593,1489,339,353,9,4,1
370.0,4,177,255,361,373,8,3,0
277.184,5,149,242,269,283,7,6,0
349.232,8,1215,19648,341,355,7,6,1
293.664,7,2825,18682,287,300,6,7,1
329.632,6,3182,13040,326,335,3,6,1
311.12,6,2406,9753,304,314,6,3,1
277.184,4,242,454,273,281,3,4,0
370.0,7,188,315,361,373,8,3,0
392.0,3,185,254,384,402,7,10,0
329.632,7,1579,15718,322,335,7,6,1
311.12,7,1829,14596,304,318,6,7,1
349.232,8,460,10094,339,355,9,6,1
293.664,6,1432,5761,287,296,6,3,1
370.0,7,178,367,361,373,8,3,0
277.184,3,200,360,273,277,3,0,0
311.12,7,2048,15573,302,316,8,5,1
349.232,9,904,13219,339,355,9,6,1
293.664,6,2743,12722,289,298,4,5,1
329.632,7,1464,10119,324,335,5,6,1
246.944,1,98,98,251,251,-5,5,0
293.664,6,4094,19736,289,298,4,5,1
349.232,7,644,18053,343,357,5,8,1
329.632,7,646,17038,324,337,5,8,1
311.12,6,1659,7081,306,316,4,5,1
370.0,5,89,240,361,371,8,1,0
277.184,2,127,157,273,281,3,4,0
311.12,8,751,17353,304,318,6,7,1
293.664,8,709,7931,287,300,6,7,1
329.632,8,453,7709,324,337,5,8,1
349.232,9,131,3687,339,355,9,6,1
277.184,4,357,676,273,283,3,6,0
392.0,5,194,287,382,402,9,10,0
370.0,2,271,286,365,367,4,-2,0
233.08,2,234,282,236,238,-3,5,0
415.312,1,213,213,404,404,11,-11,0
246.944,1,130,130,240,240,6,-6,0
440.0,2,117,128,439,441,0,1,0
220.0,2,102,126,218,220,1,0,0
349.232,8,748,20496,341,355,7,6,1
329.632,9,501,18095,322,337,7,8,1
293.664,7,399,8100,289,300,4,7,1
311.12,7,360,2255,304,316,6,5,1
277.184,3,369,504,273,277,3,0,0
370.0,4,132,269,363,371,6,1,0
246.944,1,90,90,240,240,6,-6,0
293.664,8,952,15953,287,300,6,7,1
311.12,8,721,15925,304,318,6,7,1
329.632,5,2232,6421,326,333,3,4,1
349.232,7,450,5431,343,355,5,6,1
277.184,3,357,407,271,275,5,-1,0
370.0,4,142,321,363,369,6,0,0
246.944,1,143,143,240,240,6,-6,0
329.632,8,1009,19780,322,335,7,6,1
349.232,7,479,17744,341,353,7,4,1
293.664,7,970,14779,289,300,4,7,1
311.12,7,297,11614,306,318,4,7,1
392.0,4,80,242,382,402,9,10,0
277.184,4,126,205,271,277,5,0,0
370.0,4,132,171,363,371,6,1,0
349.232,8,770,13752,341,355,7,6,1
311.12,8,916,11903,304,318,6,7,1
329.632,4,2487,5309,326,332,3,2,1
293.664,5,968,3137,289,296,4,3,1
370.0,3,133,234,365,369,4,0,0
277.184,3,170,196,271,277,5,0,0
329.632,6,5217,21389,322,337,7,8,1
293.664,6,4388,19202,289,300,4,7,1
311.12,7,1969,18780,304,316,6,5,1
349.232,8,605,9157,341,355,7,6,1
277.184,4,275,333,271,277,5,0,0
370.0,4,144,235,363,369,6,0,0
392.0,2,187,215,384,388,7,-3,0
349.232,6,4208,19728,343,353,5,4,1
293.664,7,1476,17047,289,300,4,7,1
311.12,6,972,5506,304,314,6,3,1
329.632,6,837,3730,326,335,3,6,1
392.0,1,114,114,384,384,7,-7,0
370.0,2,91,101,365,369,4,0,0
311.12,7,2615,20880,304,318,6,7,1
329.632,8,966,20857,324,337,5,8,1
349.232,10,588,3006,339,357,9,8,1
293.664,8,787,2756,287,300,6,7,1
277.184,8,281,732,269,283,7,6,0
370.0,5,165,387,363,371,6,1,0
349.232,8,995,19575,341,355,7,6,1
293.664,7,2272,15090,287,300,6,7,1
311.12,7,134,3880,306,318,4,7,1
329.632,9,184,1135,322,337,7,8,1
277.184,4,188,284,269,277,7,0,0
246.944,1,102,102,240,240,6,-6,0
329.632,8,905,18487,322,335,7,6,1
293.664,8,1419,17646,287,300,6,7,1
311.12,7,749,17449,306,318,4,7,1
349.232,6,2835,12142,341,353,7,4,1
370.0,4,151,250,363,369,6,0,0
277.184,5,150,171,269,279,7,2,0
233.08,3,142,152,234,238,-1,5,0
311.12,5,3491,12236,306,314,4,3,1
349.232,6,2425,12007,343,353,5,4,1
293.664,6,1230,6737,287,296,6,3,1
329.632,7,553,1640,324,335,5,6,1
277.184,5,189,274,271,279,5,2,0
370.0,3,191,216,365,369,4,0,0
392.0,5,128,195,382,402,9,10,0
233.08,3,149,177,234,238,-1,5,0
329.632,8,615,16963,322,335,7,6,1
349.232,7,647,16529,345,357,3,8,1
311.12,9,237,11213,302,318,8,7,1
293.664,7,426,10106,287,298,6,5,1
277.184,3,380,727,273,277,3,0,0
246.944,1,110,110,240,240,6,-6,0
293.664,8,1196,18924,287,300,6,7,1
311.12,9,800,17745,302,318,8,7,1
329.632,4,1757,3618,328,333,1,4,1
349.232,6,270,1368,343,353,5,4,1
277.184,4,259,403,271,277,5,0,0
370.0,2,253,270,365,367,4,-2,0
349.232,7,659,17197,343,355,5,6,1
329.632,8,568,16889,322,335,7,6,1
293.664,8,455,9707,287,300,6,7,1
311.12,6,572,3671,306,316,4,5,1
277.184,2,258,325,273,275,3,-1,0
370.0,3,216,294,365,369,4,0,0
392.0,4,122,228,382,402,9,10,0
415.312,2,112,133,404,421,11,6,0
622.24,3,80,115,605,625,16,2,0
246.944,1,95,95,240,240,6,-6,0
311.12,8,1081,19851,304,318,6,7,1
349.232,7,1020,9150,343,355,5,6,1
293.664,7,616,5796,287,298,6,5,1
329.632,7,817,5506,322,335,7,6,1
370.0,3,143,303,365,369,4,0,0
277.184,2,141,193,277,279,0,2,0
329.632,8,603,17776,322,335,7,6,1
293.664,8,1355,16950,287,300,6,7,1
349.232,7,255,14015,341,353,7,4,1
311.12,4,2340,4909,308,314,2,3,1
277.184,2,204,260,275,277,1,0,0
370.0,4,108,143,363,371,6,1,0
392.0,1,131,131,384,384,7,-7,0
311.12,7,2434,17911,302,314,8,3,1
349.232,10,235,17577,339,357,9,8,1
293.664,6,3598,15628,289,298,4,5,1
329.632,9,489,7870,322,337,7,8,1
277.184,6,159,350,269,283,7,6,0
